Date,Open,High,Low,Close,Adj Close,Volume
2018-02-22,105.309998,106.010002,104.930000,105.239998,102.346420,4462200
2018-02-23,105.750000,107.360001,105.430000,107.250000,104.301155,6101100
2018-02-26,108.000000,109.809998,107.669998,109.809998,106.790771,8138200
2018-02-27,108.000000,108.160004,104.849998,104.870003,101.986595,14179600
2018-02-28,105.449997,105.570000,103.139999,103.160004,100.323616,10760800
2018-03-01,103.199997,104.029999,101.330002,102.570000,99.749832,10487300
2018-03-02,102.000000,103.169998,101.440002,102.989998,100.158287,7835400
2018-03-05,102.709999,103.970001,102.419998,103.410004,100.566742,5736700
2018-03-06,104.000000,104.949997,103.510002,104.940002,102.054680,6216200
2018-03-07,103.720001,104.239998,102.769997,103.589996,100.741791,6214800
2018-03-08,103.989998,104.589996,103.470001,104.029999,101.169685,6627000
2018-03-09,104.430000,104.750000,103.639999,104.730003,101.850449,5618400
2018-03-12,104.720001,105.940002,104.720001,105.169998,102.278343,6485300
2018-03-13,105.830002,105.830002,103.419998,103.730003,100.877937,6716700
2018-03-14,104.529999,104.650002,103.470001,103.900002,101.043266,6235900
2018-03-15,104.000000,104.290001,103.239998,103.239998,100.401405,5174600
2018-03-16,103.559998,104.269997,102.839996,102.870003,100.041588,10468000
2018-03-19,102.800003,102.949997,101.000000,101.480003,98.689804,6528300
2018-03-20,101.540001,102.150002,100.750000,101.349998,98.563377,8330300
2018-03-21,101.500000,102.940002,101.419998,101.820000,99.020454,6136400
2018-03-22,101.290001,101.639999,100.410004,100.599998,97.834000,8911600
2018-03-23,100.849998,101.110001,98.449997,98.540001,95.830643,7505100
2018-03-26,99.860001,100.779999,99.080002,100.650002,97.882622,7340100
2018-03-27,100.879997,101.180000,98.889999,99.360001,96.628090,7193500
2018-03-28,99.500000,100.080002,98.150002,98.540001,95.830643,9099700
2018-03-29,99.010002,101.279999,98.860001,100.440002,97.678398,9343600
2018-04-02,100.180000,100.989998,97.779999,98.660004,95.947342,8203700
2018-04-03,98.800003,99.489998,97.699997,99.419998,96.686440,8484700
2018-04-04,98.430000,101.150002,97.760002,100.949997,98.174377,8759200
2018-04-05,101.360001,102.379997,100.980003,102.110001,99.302483,6612800
2018-04-06,101.629997,102.190002,99.449997,100.349998,97.590874,7162400
2018-04-09,100.699997,101.510002,99.580002,99.699997,96.958748,7094300
2018-04-10,100.919998,101.529999,100.320000,101.370003,98.582832,8116800
2018-04-11,100.779999,101.650002,100.410004,100.800003,98.028503,6305000
2018-04-12,101.419998,101.510002,99.680000,100.389999,97.629768,7337800
2018-04-13,101.000000,101.519997,100.160004,100.349998,97.590874,6324600
2018-04-16,100.690002,101.000000,99.730003,100.239998,97.483894,10328000
2018-04-17,101.199997,102.589996,100.750000,102.169998,99.360825,9577400
2018-04-18,102.669998,102.709999,101.199997,101.209999,98.427223,5822100
2018-04-19,101.000000,101.580002,100.220001,100.889999,98.116020,6803400
2018-04-20,101.180000,101.400002,99.910004,100.239998,97.483894,6396900
2018-04-23,100.550003,100.720001,99.529999,100.150002,97.396370,5889800
2018-04-24,100.580002,100.849998,98.860001,99.459999,96.725342,6567700
2018-04-25,99.500000,101.489998,99.050003,101.150002,98.368874,8977700
2018-04-26,101.230003,101.379997,99.739998,99.839996,97.094894,8038400
2018-04-27,99.779999,99.989998,98.940002,99.230003,96.501663,8038000
2018-04-30,100.410004,101.370003,100.120003,100.330002,97.571426,8558900
2018-05-01,100.180000,100.699997,98.930000,100.059998,97.308846,6716200
2018-05-02,100.169998,100.720001,99.250000,99.620003,96.880943,9286400
2018-05-03,99.110001,99.250000,97.680000,98.760002,96.044594,10450800
2018-05-04,98.709999,101.349998,98.580002,101.150002,98.368874,9980100
2018-05-07,102.349998,102.680000,101.720001,102.480003,99.662308,10181100
2018-05-08,101.199997,102.639999,100.839996,101.790001,98.991280,14229500
2018-05-09,102.250000,102.269997,99.300003,99.970001,97.221321,18345700
2018-05-10,100.419998,102.070000,100.300003,101.680000,98.884308,8927300
2018-05-11,101.889999,102.209999,101.260002,102.070000,99.263580,7036000
2018-05-14,102.440002,103.489998,101.980003,102.440002,99.623413,9891900
2018-05-15,102.440002,103.320000,102.099998,102.919998,100.090202,5762400
2018-05-16,103.250000,105.040001,103.150002,105.040001,102.151924,8111600
2018-05-17,105.230003,105.480003,104.089996,104.339996,101.471169,7320600
2018-05-18,104.339996,104.790001,103.559998,103.930000,101.072441,5427300
2018-05-21,104.220001,104.680000,103.610001,104.059998,101.198860,5848700
2018-05-22,104.400002,105.489998,103.989998,104.070000,101.208588,6971600
2018-05-23,103.199997,103.339996,102.070000,102.889999,100.061043,8046600
2018-05-24,102.809998,102.860001,101.209999,102.110001,99.302483,7474100
2018-05-25,102.250000,103.000000,101.970001,102.199997,99.389999,6982700
2018-05-29,100.550003,101.650002,99.379997,99.690002,96.949020,11270400
2018-05-30,100.500000,100.550003,99.419998,99.980003,97.231049,7216400
2018-05-31,99.760002,100.139999,98.809998,99.470001,96.735069,9620000
2018-06-01,99.690002,100.050003,99.199997,99.360001,96.628090,6847700
2018-06-04,99.760002,100.500000,99.699997,100.239998,97.483894,6598000
2018-06-05,100.360001,100.510002,99.779999,99.940002,97.192146,5974400
2018-06-06,100.059998,101.940002,99.760002,101.910004,99.107979,7833000
2018-06-07,101.910004,102.959999,101.809998,102.470001,99.652580,7559200
2018-06-08,102.089996,103.989998,101.830002,103.980003,101.121071,7090300
2018-06-11,103.930000,104.790001,103.750000,104.349998,101.480896,8175000
2018-06-12,104.730003,105.220001,103.959999,104.330002,101.461449,9215300
2018-06-13,103.199997,107.879997,102.669998,106.309998,103.387001,22009400
2018-06-14,106.449997,109.489998,106.449997,108.750000,105.759918,18068700
2018-06-15,108.169998,109.419998,107.849998,108.849998,105.857170,16169200
2018-06-18,107.000000,107.480003,106.500000,107.059998,104.116379,9288600
2018-06-19,105.870003,106.989998,105.760002,106.099998,103.182777,8869500
2018-06-20,107.000000,107.900002,105.809998,107.150002,104.203903,18625900
2018-06-21,107.010002,107.250000,105.790001,105.889999,102.978546,7707800
2018-06-22,106.070000,106.800003,105.809998,106.339996,103.416168,8959100
2018-06-25,106.000000,106.080002,103.739998,104.449997,101.578140,7995800
2018-06-26,104.459999,104.709999,103.910004,104.260002,101.393364,6550000
2018-06-27,104.500000,105.879997,103.480003,103.959999,101.101616,8803300
2018-06-28,103.910004,105.120003,103.680000,104.769997,101.889351,6303600
2018-06-29,104.930000,105.680000,104.650002,104.809998,101.928246,6774000
2018-07-02,104.150002,105.370003,103.900002,105.330002,102.433945,5488900
2018-07-03,105.879997,105.949997,103.500000,104.040001,101.179420,2406300
2018-07-05,104.699997,105.599998,104.430000,105.339996,102.443672,6202800
2018-07-06,104.500000,105.040001,104.040001,104.779999,102.718170,4134500
2018-07-09,105.010002,106.070000,104.750000,106.019997,103.933762,4725200
2018-07-10,106.250000,106.570000,104.830002,106.029999,103.943565,4213600
2018-07-11,105.320000,109.339996,105.320000,108.040001,105.914017,11753800
2018-07-12,108.050003,109.199997,107.820000,108.250000,106.119888,5931400
2018-07-13,108.000000,110.239998,107.660004,110.000000,107.835449,8188800
2018-07-16,109.820000,110.449997,108.769997,110.199997,108.031502,8245900
2018-07-17,110.260002,112.620003,110.089996,110.300003,108.129547,9075900
2018-07-18,110.309998,111.059998,109.650002,110.690002,108.511871,6414100
2018-07-19,111.540001,114.680000,111.300003,112.129997,109.923538,17796800
2018-07-20,112.150002,112.199997,110.830002,111.480003,109.286331,11787900
2018-07-23,111.050003,111.209999,110.339996,111.089996,108.903992,5447800
2018-07-24,111.839996,111.889999,110.540001,110.699997,108.521667,5648800
2018-07-25,110.639999,111.419998,109.629997,111.180000,108.992226,6756800
2018-07-26,112.150002,114.559998,111.680000,113.510002,111.276375,9466400
2018-07-27,114.000000,114.050003,111.919998,112.620003,110.403893,5717000
2018-07-30,112.199997,113.339996,112.050003,112.629997,110.413696,5199300
2018-07-31,112.550003,114.050003,112.360001,113.559998,111.325394,8421200
2018-08-01,113.680000,113.830002,112.589996,112.970001,110.747009,6466600
2018-08-02,112.500000,113.320000,111.680000,112.750000,110.531326,4027300
2018-08-03,113.199997,114.099998,112.400002,114.089996,111.844963,4747500
2018-08-06,114.660004,116.839996,114.160004,115.940002,113.658562,12715600
2018-08-07,116.570000,117.900002,116.239998,116.559998,114.266357,15466900
2018-08-08,115.900002,116.410004,113.900002,113.980003,111.737129,11722900
2018-08-09,114.050003,114.800003,112.809998,114.160004,111.913597,7042000
2018-08-10,113.580002,113.800003,112.400002,112.680000,110.462715,5740200
2018-08-13,112.660004,112.839996,111.720001,112.120003,109.913734,6080900
2018-08-14,112.379997,113.190002,111.949997,112.750000,110.531326,4326400
2018-08-15,112.180000,113.120003,111.470001,112.849998,110.629364,5183200
2018-08-16,113.300003,113.330002,112.400002,112.480003,110.266647,5082500
2018-08-17,112.510002,112.860001,111.889999,112.480003,110.266647,4764500
2018-08-20,112.930000,113.000000,111.910004,111.989998,109.786278,5167600
2018-08-21,112.250000,113.000000,112.000000,112.389999,110.178413,4770400
2018-08-22,112.440002,112.750000,111.940002,111.940002,109.737274,3213000
2018-08-23,111.940002,112.139999,111.529999,112.000000,109.796089,4257400
2018-08-24,111.629997,112.699997,111.440002,111.930000,109.727478,5049000
2018-08-27,112.489998,112.889999,112.070000,112.330002,110.119598,4767700
2018-08-28,112.570000,112.790001,112.199997,112.580002,110.364677,3131600
2018-08-29,112.580002,112.720001,112.019997,112.449997,110.237228,4001500
2018-08-30,112.070000,112.419998,111.589996,111.919998,109.717667,3481600
2018-08-31,111.900002,112.279999,111.559998,112.019997,109.815689,4642800
2018-09-04,111.800003,112.000000,110.650002,110.849998,108.668716,6391200
2018-09-05,110.580002,110.820000,109.699997,109.870003,107.708008,6388300
2018-09-06,110.000000,110.410004,109.360001,110.260002,108.090332,5267200
2018-09-07,110.080002,111.349998,110.010002,110.970001,108.786362,4754800
2018-09-10,111.440002,111.910004,110.370003,110.680000,108.502068,4636500
2018-09-11,110.500000,110.610001,109.510002,109.599998,107.443314,5488600
2018-09-12,109.250000,110.250000,109.180000,109.459999,107.306068,5236700
2018-09-13,109.550003,110.720001,109.370003,110.669998,108.492264,5119400
2018-09-14,110.919998,111.250000,108.879997,109.260002,107.110016,6012400
2018-09-17,109.580002,109.879997,108.610001,109.360001,107.208038,5592900
2018-09-18,108.889999,109.750000,108.230003,109.529999,107.374695,4937800
2018-09-19,109.629997,110.180000,109.480003,109.790001,107.629578,5964600
2018-09-20,110.580002,111.949997,109.940002,111.620003,109.423569,7121800
2018-09-21,111.949997,111.980003,110.400002,110.400002,108.227577,25753600
2018-09-24,112.269997,113.139999,111.699997,112.769997,110.550934,9232300
2018-09-25,113.309998,114.709999,112.650002,113.629997,111.394012,12169400
2018-09-26,114.010002,116.320000,114.010002,115.209999,112.942924,11141500
2018-09-27,115.190002,116.599998,115.099998,116.040001,113.756599,5195300
2018-09-28,115.650002,117.459999,115.349998,116.940002,114.638885,7366800
2018-10-01,117.279999,117.400002,115.680000,116.239998,113.952660,8643900
2018-10-02,115.550003,117.699997,115.300003,117.660004,115.344711,6441700
2018-10-03,117.949997,118.099998,116.739998,116.910004,114.609474,6111700
2018-10-04,117.000000,117.169998,115.120003,116.129997,113.844818,6442800
2018-10-05,116.000000,116.580002,114.730003,114.779999,112.521393,5835700
2018-10-08,114.830002,116.160004,114.120003,116.019997,113.736984,5652300
2018-10-09,116.620003,117.769997,116.040001,116.889999,114.589867,6761400
2018-10-10,116.839996,117.230003,112.730003,112.860001,110.639175,9006500
2018-10-11,112.500000,113.250000,110.320000,111.150002,108.962822,10045400
2018-10-12,111.970001,113.269997,111.230003,112.610001,110.394089,5963900
2018-10-15,111.930000,114.620003,111.889999,113.440002,111.207756,6628800
2018-10-16,114.339996,116.370003,113.839996,116.190002,113.903641,7619000
2018-10-17,116.099998,117.220001,115.430000,117.129997,114.825142,7120600
2018-10-18,116.750000,117.129997,115.580002,116.180000,113.893837,6056300
2018-10-19,117.419998,119.169998,117.220001,118.900002,116.560318,10431000
2018-10-22,119.050003,119.690002,117.720001,118.269997,115.942711,8406400
2018-10-23,116.949997,118.489998,115.410004,117.849998,115.530975,8607400
2018-10-24,117.059998,117.059998,111.250000,111.610001,109.413765,11630500
2018-10-25,112.620003,114.690002,112.120003,114.160004,111.913597,7406900
2018-10-26,112.839996,114.139999,112.099998,113.190002,110.962677,7984700
2018-10-29,114.449997,114.940002,111.959999,113.040001,110.815628,9234100
2018-10-30,113.389999,114.889999,112.410004,114.760002,112.501785,7365400
2018-10-31,116.230003,116.519997,114.680000,114.830002,112.570404,9196700
2018-11-01,115.199997,116.279999,114.900002,116.099998,113.815407,6779900
2018-11-02,116.830002,116.949997,114.370003,115.180000,112.913521,6377900
2018-11-05,115.739998,116.220001,115.120003,115.449997,113.178200,7920800
2018-11-06,115.739998,116.839996,115.449997,116.709999,114.413414,5036600
2018-11-07,116.570000,117.290001,115.160004,117.050003,114.746719,8249800
2018-11-08,117.449997,117.830002,115.209999,116.000000,113.717384,11074800
2018-11-09,118.199997,120.199997,117.180000,118.000000,115.678024,16878200
2018-11-12,118.000000,118.459999,116.599998,116.699997,114.403603,9170600
2018-11-13,117.110001,117.779999,116.180000,116.849998,114.550652,4650600
2018-11-14,117.440002,118.220001,116.440002,117.120003,114.815346,7109100
2018-11-15,116.489998,117.430000,115.699997,117.110001,114.805542,7088700
2018-11-16,116.529999,117.339996,115.989998,116.190002,113.903641,7141900
2018-11-19,116.000000,117.830002,114.790001,115.419998,113.148788,9714600
2018-11-20,113.519997,114.589996,111.519997,111.870003,109.668655,11194600
2018-11-21,112.500000,113.989998,112.300003,113.029999,110.805824,7242500
2018-11-23,112.239998,112.790001,111.739998,112.080002,109.874519,3242300
2018-11-26,113.180000,113.180000,111.919998,112.550003,110.335274,7002400
2018-11-27,113.610001,114.099998,112.410004,113.900002,111.658707,7357500
2018-11-28,114.320000,116.300003,114.050003,116.099998,113.815407,9039800
2018-11-29,115.750000,117.139999,115.209999,116.610001,114.315376,10834700
2018-11-30,116.839996,117.070000,115.059998,115.489998,113.217415,16857800
2018-12-03,116.650002,116.919998,114.910004,115.739998,113.462486,9273300
2018-12-04,115.620003,116.290001,112.660004,112.870003,110.648979,10806700
2018-12-06,112.059998,114.339996,111.160004,114.330002,112.080246,10546200
2018-12-07,113.860001,113.989998,111.610001,111.980003,110.627998,8305500
2018-12-10,111.989998,112.290001,109.529999,111.860001,110.509438,7337500
2018-12-11,112.970001,113.720001,111.430000,111.970001,110.618118,6861800
2018-12-12,113.000000,113.980003,112.150002,112.209999,110.855217,7723900
2018-12-13,112.870003,113.599998,112.339996,113.389999,112.020966,6661500
2018-12-14,112.370003,113.919998,112.050003,112.199997,110.845337,7601900
2018-12-17,112.290001,112.889999,110.029999,110.620003,109.284416,7731800
2018-12-18,110.870003,111.080002,108.900002,109.449997,108.128532,6682300
2018-12-19,110.000000,112.129997,108.949997,109.220001,107.901321,9416900
2018-12-20,108.750000,109.209999,106.129997,107.000000,105.708122,9387300
2018-12-21,106.470001,108.750000,103.860001,104.220001,102.961693,15530600
2018-12-24,103.230003,103.900002,100.349998,100.349998,99.138412,7133000
2018-12-26,100.489998,105.849998,100.379997,105.830002,104.552254,9422800
2018-12-27,104.410004,106.550003,102.800003,106.519997,105.233910,8201400
2018-12-28,107.279999,108.519997,106.190002,107.300003,106.004501,7620500
