Date,Open,High,Low,Close,Adj Close,Volume
2014-04-25,54.330002,54.369999,52.410000,52.799999,52.799999,5321300
2014-04-28,53.040001,53.130001,48.279999,49.130001,49.130001,17648300
2014-04-29,49.230000,51.310001,48.180000,50.759998,50.759998,10347900
2014-04-30,50.599998,51.740002,49.830002,51.650002,51.650002,6857500
2014-05-01,51.900002,53.680000,51.790001,52.080002,52.080002,6405200
2014-05-02,52.080002,53.040001,51.619999,52.439999,52.439999,6515700
2014-05-05,52.970001,53.830002,52.000000,53.650002,53.650002,7025800
2014-05-06,53.180000,53.709999,51.660000,51.779999,51.779999,6947000
2014-05-07,51.709999,51.799999,49.180000,50.430000,50.430000,9039300
2014-05-08,50.220001,52.080002,49.570000,50.150002,50.150002,6499300
2014-05-09,49.990002,50.750000,49.320000,50.279999,50.279999,5307000
2014-05-12,50.900002,53.650002,50.849998,53.430000,53.430000,6558300
2014-05-13,53.860001,54.209999,52.200001,52.279999,52.279999,5321200
2014-05-14,52.029999,53.020000,51.720001,51.880001,51.880001,3277300
2014-05-15,52.250000,52.299999,50.599998,51.419998,51.419998,4762400
2014-05-16,51.599998,51.930000,50.490002,51.799999,51.799999,4646100
2014-05-19,51.950001,53.430000,51.660000,53.230000,53.230000,4816200
2014-05-20,53.820000,54.150002,52.389999,52.889999,52.889999,10653800
2014-05-21,52.599998,53.000000,49.619999,50.189999,50.189999,20536600
2014-05-22,50.290001,54.250000,49.930000,53.270000,53.270000,13735500
2014-05-23,52.650002,53.660000,52.110001,53.410000,53.410000,6646200
2014-05-27,52.889999,54.610001,52.849998,54.360001,54.360001,5931300
2014-05-28,54.150002,54.360001,53.340000,53.340000,53.340000,5945800
2014-05-29,53.119999,54.959999,53.040001,54.400002,54.400002,6813000
2014-05-30,55.500000,55.540001,52.480000,52.630001,52.630001,9683400
2014-06-02,52.630001,52.849998,51.639999,52.380001,52.380001,4070400
2014-06-03,51.930000,52.150002,50.910000,50.950001,50.950001,5793700
2014-06-04,50.630001,51.520000,50.209999,51.070000,51.070000,4712800
2014-06-05,51.470001,51.779999,50.750000,51.369999,51.369999,5410000
2014-06-06,51.740002,52.290001,51.590000,51.799999,51.799999,3153900
2014-06-09,51.810001,52.090000,51.139999,51.709999,51.709999,3931400
2014-06-10,51.599998,53.200001,51.599998,53.060001,53.060001,6589800
2014-06-11,52.689999,53.610001,52.500000,53.310001,53.310001,4151400
2014-06-12,53.169998,53.570000,52.630001,53.040001,53.040001,3626800
2014-06-13,53.130001,54.389999,52.750000,54.310001,54.310001,5127700
2014-06-16,53.160000,54.730000,52.520000,54.610001,54.610001,6994100
2014-06-17,54.299999,58.000000,54.250000,57.820000,57.820000,13418900
2014-06-18,57.590000,57.939999,56.740002,57.759998,57.759998,6043400
2014-06-19,57.970001,58.619999,57.509998,57.880001,57.880001,4735800
2014-06-20,57.970001,57.970001,57.009998,57.509998,57.509998,5955600
2014-06-23,57.450001,58.230000,56.750000,58.000000,58.000000,3897100
2014-06-24,58.090000,58.220001,57.080002,57.459999,57.459999,7784300
2014-06-25,57.110001,57.680000,56.630001,57.410000,57.410000,3233100
2014-06-26,57.599998,57.980000,56.889999,57.169998,57.169998,3048800
2014-06-27,56.930000,57.590000,56.919998,57.380001,57.380001,3288100
2014-06-30,57.349998,58.630001,57.349998,58.080002,58.080002,5393200
2014-07-01,58.240002,59.490002,58.169998,59.200001,59.200001,5288500
2014-07-02,59.169998,59.480000,58.669998,58.910000,58.910000,3621800
2014-07-03,59.000000,59.080002,57.959999,58.759998,58.759998,2415000
2014-07-07,58.720001,58.720001,57.189999,57.340000,57.340000,4332400
2014-07-08,57.340000,57.340000,54.070000,54.889999,54.889999,9256400
2014-07-09,55.099998,55.470001,54.180000,54.599998,54.599998,4227400
2014-07-10,53.410000,55.040001,53.299999,54.299999,54.299999,4437400
2014-07-11,54.500000,54.790001,53.750000,54.209999,54.209999,2521500
2014-07-14,54.689999,55.200001,54.040001,54.730000,54.730000,3004800
2014-07-15,54.770000,54.959999,53.160000,53.740002,53.740002,4646700
2014-07-16,53.990002,54.250000,53.680000,53.950001,53.950001,2537400
2014-07-17,53.619999,54.279999,52.480000,52.639999,52.639999,4800100
2014-07-18,52.980000,54.270000,52.720001,53.500000,53.500000,3597800
2014-07-21,53.250000,53.480000,52.580002,53.320000,53.320000,2662700
2014-07-22,53.529999,54.000000,53.410000,53.599998,53.599998,2991500
2014-07-23,53.959999,53.970001,53.180000,53.599998,53.599998,3209400
2014-07-24,53.700001,54.709999,53.669998,54.060001,54.060001,3122800
2014-07-25,53.889999,55.369999,53.590000,54.889999,54.889999,4911200
2014-07-28,54.740002,55.200001,53.860001,54.000000,54.000000,4017700
2014-07-29,54.259998,55.160000,53.639999,54.830002,54.830002,3704400
2014-07-30,55.090000,56.490002,55.040001,56.250000,56.250000,3881200
2014-07-31,55.680000,55.910000,54.150002,54.250000,54.250000,4291100
2014-08-01,54.330002,54.750000,52.910000,53.480000,53.480000,4311800
2014-08-04,53.889999,55.150002,53.779999,54.900002,54.900002,3499900
2014-08-05,54.619999,55.330002,54.029999,54.299999,54.299999,3379200
2014-08-06,54.099998,54.919998,53.560001,53.889999,53.889999,2606600
2014-08-07,54.169998,54.740002,53.360001,53.750000,53.750000,2754000
2014-08-08,53.910000,54.540001,53.529999,54.439999,54.439999,2516700
2014-08-11,54.680000,55.180000,54.459999,54.869999,54.869999,2573500
2014-08-12,54.389999,54.490002,52.500000,52.750000,52.750000,6298600
2014-08-13,53.029999,53.490002,52.740002,52.820000,52.820000,4714700
2014-08-14,53.150002,53.750000,52.820000,53.509998,53.509998,4855700
2014-08-15,53.840000,54.049999,53.020000,53.630001,53.630001,4697000
2014-08-18,54.110001,54.630001,53.900002,54.380001,54.380001,4757300
2014-08-19,54.529999,55.209999,54.430000,54.959999,54.959999,4713500
2014-08-20,55.380001,55.560001,54.639999,55.389999,55.389999,5057600
2014-08-21,55.650002,56.049999,54.889999,55.709999,55.709999,9544200
2014-08-22,57.889999,61.009998,57.770000,59.799999,59.799999,25342200
2014-08-25,59.340000,59.689999,58.540001,59.230000,59.230000,7388400
2014-08-26,58.810001,59.860001,58.380001,59.639999,59.639999,5760900
2014-08-27,59.419998,60.599998,59.320000,59.580002,59.580002,5347600
2014-08-28,58.150002,59.029999,57.799999,58.290001,58.290001,5848400
2014-08-29,58.060001,59.889999,57.930000,59.090000,59.090000,5603900
2014-09-02,59.200001,60.110001,59.110001,59.849998,59.849998,5268100
2014-09-03,60.009998,60.369999,58.830002,59.029999,59.029999,3935200
2014-09-04,59.180000,59.869999,58.849998,59.080002,59.080002,4244200
2014-09-05,58.970001,59.889999,58.750000,59.810001,59.810001,2789700
2014-09-08,59.820000,61.000000,59.770000,60.360001,60.360001,3976900
2014-09-09,60.500000,60.930000,59.580002,59.660000,59.660000,4419500
2014-09-10,59.810001,60.720001,59.509998,60.700001,60.700001,2744000
2014-09-11,60.389999,61.439999,60.119999,61.209999,61.209999,4437000
2014-09-12,60.910000,61.049999,59.060001,59.250000,59.250000,5814000
2014-09-15,59.150002,59.150002,56.830002,57.570000,57.570000,5678500
2014-09-16,57.459999,57.950001,57.020000,57.610001,57.610001,4062100
2014-09-17,57.459999,58.060001,56.990002,57.450001,57.450001,4674700
2014-09-18,57.900002,57.930000,57.189999,57.660000,57.660000,3573200
2014-09-19,58.320000,58.799999,57.730000,58.240002,58.240002,6455500
2014-09-22,58.049999,58.230000,56.599998,57.320000,57.320000,5440900
2014-09-23,57.180000,57.799999,56.799999,56.810001,56.810001,4010800
2014-09-24,56.950001,57.840000,56.599998,57.660000,57.660000,4153700
2014-09-25,57.560001,57.779999,55.799999,55.919998,55.919998,4901400
2014-09-26,56.009998,56.680000,55.830002,56.560001,56.560001,2830800
2014-09-29,55.560001,57.389999,55.290001,57.230000,57.230000,4540800
2014-09-30,57.169998,57.680000,56.709999,57.529999,57.529999,3922200
2014-10-01,57.290001,57.369999,56.389999,56.730000,56.730000,4546700
2014-10-02,56.410000,57.099998,56.200001,56.639999,56.639999,4604400
2014-10-03,57.630001,58.560001,57.490002,58.459999,58.459999,5317700
2014-10-06,58.959999,59.090000,57.730000,58.299999,58.299999,3295100
2014-10-07,57.910000,58.130001,56.880001,56.910000,56.910000,2470800
2014-10-08,57.000000,58.060001,55.950001,57.900002,57.900002,3417000
2014-10-09,57.750000,59.400002,56.919998,57.130001,57.130001,5436800
2014-10-10,57.070000,57.889999,54.759998,54.770000,54.770000,5873000
2014-10-13,54.750000,54.980000,52.700001,53.230000,53.230000,5442200
2014-10-14,53.919998,54.290001,52.419998,52.720001,52.720001,5739700
2014-10-15,51.950001,53.400002,51.040001,53.090000,53.090000,7010000
2014-10-16,51.970001,54.220001,51.689999,53.869999,53.869999,5464200
2014-10-17,54.740002,56.279999,54.660000,55.630001,55.630001,5410300
2014-10-20,54.750000,56.380001,54.689999,56.029999,56.029999,3805600
2014-10-21,56.400002,57.450001,56.029999,57.240002,57.240002,4283700
2014-10-22,56.770000,57.189999,56.009998,56.250000,56.250000,3960500
2014-10-23,56.830002,58.930000,56.799999,57.880001,57.880001,5139900
2014-10-24,57.950001,59.680000,57.799999,59.570000,59.570000,4268000
2014-10-27,59.369999,59.369999,58.410000,59.110001,59.110001,2850900
2014-10-28,59.970001,61.720001,59.860001,61.529999,61.529999,6107900
2014-10-29,61.180000,61.299999,60.360001,60.970001,60.970001,3781600
2014-10-30,60.599998,61.869999,60.220001,61.720001,61.720001,2935100
2014-10-31,62.990002,64.599998,62.939999,63.990002,63.990002,7418900
2014-11-03,63.919998,64.500000,63.430000,63.590000,63.590000,3815600
2014-11-04,63.439999,63.959999,62.990002,63.570000,63.570000,2655100
2014-11-05,63.970001,64.010002,61.590000,61.910000,61.910000,4971200
2014-11-06,62.080002,63.450001,61.880001,63.090000,63.090000,3994200
2014-11-07,63.610001,64.639999,63.450001,63.970001,63.970001,3639500
2014-11-10,64.050003,64.540001,63.130001,64.449997,64.449997,2566000
2014-11-11,64.449997,64.739998,63.450001,64.059998,64.059998,2026800
2014-11-12,63.790001,63.930000,63.259998,63.770000,63.770000,2364200
2014-11-13,64.000000,64.220001,62.730000,63.160000,63.160000,3025400
2014-11-14,63.189999,63.930000,62.380001,63.910000,63.910000,3150500
2014-11-17,63.730000,64.099998,62.450001,62.509998,62.509998,3334100
2014-11-18,62.509998,63.320000,62.160000,62.470001,62.470001,4129800
2014-11-19,62.180000,62.209999,60.450001,61.020000,61.020000,7256300
2014-11-20,59.430000,59.680000,57.810001,58.299999,58.299999,15530100
2014-11-21,58.889999,59.580002,57.660000,58.189999,58.189999,10342800
2014-11-24,57.290001,58.240002,56.799999,58.090000,58.090000,9220400
2014-11-25,57.970001,59.380001,57.939999,59.340000,59.340000,5882600
2014-11-26,59.279999,59.419998,58.910000,59.230000,59.230000,3257300
2014-11-28,57.930000,60.290001,57.750000,59.869999,59.869999,4469000
2014-12-01,59.090000,59.810001,58.959999,59.080002,59.080002,4355400
2014-12-02,59.480000,59.730000,58.580002,59.250000,59.250000,4939400
2014-12-03,59.419998,59.580002,58.540001,58.880001,58.880001,3056600
2014-12-04,58.660000,59.119999,58.540001,58.950001,58.950001,3087400
2014-12-05,58.980000,59.139999,58.560001,58.849998,58.849998,2732000
2014-12-08,58.540001,58.730000,56.150002,56.410000,56.410000,5057200
2014-12-09,55.040001,56.200001,53.439999,56.139999,56.139999,6117600
2014-12-10,56.110001,56.750000,55.060001,55.320000,55.320000,5642900
2014-12-11,55.500000,56.340000,55.160000,55.480000,55.480000,4179300
2014-12-12,55.310001,55.709999,54.910000,55.070000,55.070000,4477700
2014-12-15,55.419998,56.160000,55.110001,55.410000,55.410000,4892200
2014-12-16,54.360001,55.669998,53.750000,53.790001,53.790001,5924300
2014-12-17,54.189999,57.250000,54.090000,57.000000,57.000000,9257500
2014-12-18,58.490002,59.580002,58.310001,59.330002,59.330002,11006500
2014-12-19,59.610001,60.480000,59.310001,59.860001,59.860001,9550200
2014-12-22,59.930000,60.490002,59.450001,59.860001,59.860001,5297700
2014-12-23,60.000000,60.860001,59.880001,60.500000,60.500000,3404100
2014-12-24,60.529999,60.880001,60.090000,60.330002,60.330002,2309500
2014-12-26,60.459999,61.099998,59.919998,60.799999,60.799999,3454700
2014-12-29,60.410000,60.930000,60.020000,60.349998,60.349998,2632500
2014-12-30,60.259998,60.820000,59.009998,59.430000,59.430000,2777100
