Date,Open,High,Low,Close,Adj Close,Volume
2014-02-25,46.889999,48.450001,46.650002,47.259998,47.259998,6162700
2014-02-26,47.250000,47.540001,46.419998,46.810001,46.810001,3399200
2014-02-27,46.810001,47.349998,46.419998,46.509998,46.509998,3054000
2014-02-28,45.220001,45.950001,44.740002,44.959999,44.959999,9394500
2014-03-03,44.259998,44.259998,43.380001,44.009998,44.009998,4780200
2014-03-04,44.730000,45.500000,44.730000,45.240002,45.240002,3811700
2014-03-05,45.419998,47.380001,45.360001,47.099998,47.099998,4926600
2014-03-06,47.590000,48.849998,47.580002,47.980000,47.980000,6104200
2014-03-07,48.220001,48.500000,46.970001,47.750000,47.750000,2848000
2014-03-10,47.709999,49.180000,46.410000,46.660000,46.660000,4580200
2014-03-11,46.630001,47.130001,45.919998,46.200001,46.200001,2994800
2014-03-12,45.990002,46.570000,45.570000,45.939999,45.939999,3210000
2014-03-13,46.180000,46.230000,44.500000,44.930000,44.930000,3632000
2014-03-14,44.689999,45.430000,44.180000,44.400002,44.400002,4864800
2014-03-17,44.980000,45.939999,44.470001,45.639999,45.639999,4947700
2014-03-18,45.639999,46.939999,45.160000,45.220001,45.220001,4338000
2014-03-19,45.200001,45.500000,44.380001,44.669998,44.669998,3595600
2014-03-20,44.470001,45.380001,44.099998,45.230000,45.230000,3493100
2014-03-21,45.430000,45.470001,43.840000,44.330002,44.330002,6295800
2014-03-24,45.029999,45.259998,43.650002,44.450001,44.450001,4280300
2014-03-25,44.680000,45.500000,44.500000,45.200001,45.200001,3210900
2014-03-26,45.480000,45.680000,44.130001,44.130001,44.130001,3311400
2014-03-27,44.000000,44.080002,42.849998,43.889999,43.889999,3501100
2014-03-28,44.000000,44.840000,42.910000,42.959999,42.959999,3381400
2014-03-31,43.259998,44.799999,43.259998,44.630001,44.630001,3105700
2014-04-01,45.970001,46.919998,45.770000,46.900002,46.900002,6527800
2014-04-02,47.009998,48.200001,46.950001,47.230000,47.230000,3946300
2014-04-03,47.029999,47.439999,45.750000,46.450001,46.450001,2967900
2014-04-04,46.810001,46.970001,44.529999,44.880001,44.880001,3915600
2014-04-07,44.500000,45.290001,43.869999,44.349998,44.349998,5026900
2014-04-08,44.230000,44.689999,42.770000,43.310001,43.310001,6329100
2014-04-09,43.180000,44.619999,42.540001,44.520000,44.520000,9319900
2014-04-10,44.410000,44.750000,42.259998,42.279999,42.279999,5767000
2014-04-11,41.970001,42.869999,40.880001,41.490002,41.490002,4168600
2014-04-14,41.880001,42.000000,40.430000,41.119999,41.119999,4537700
2014-04-15,41.779999,42.770000,40.500000,41.980000,41.980000,5000900
2014-04-16,42.270000,44.490002,42.189999,43.939999,43.939999,4613900
2014-04-17,44.000000,44.029999,42.770000,43.549999,43.549999,3224100
2014-04-21,43.419998,44.080002,42.799999,43.779999,43.779999,3539300
2014-04-22,44.049999,45.950001,44.040001,45.810001,45.810001,4664200
2014-04-23,47.060001,47.490002,45.509998,46.060001,46.060001,4338700
2014-04-24,44.180000,44.580002,40.810001,41.529999,41.529999,15587900
2014-04-25,41.520000,41.540001,39.250000,39.410000,39.410000,13220400
2014-04-28,39.630001,39.820000,38.060001,39.200001,39.200001,11360600
2014-04-29,39.349998,41.599998,39.270000,41.560001,41.560001,9453000
2014-04-30,41.660000,42.169998,40.490002,40.869999,40.869999,8674700
2014-05-01,40.770000,41.880001,40.689999,40.919998,40.919998,3201400
2014-05-02,41.009998,41.340000,40.250000,40.720001,40.720001,2637700
2014-05-05,40.259998,41.000000,39.750000,40.520000,40.520000,3337800
2014-05-06,40.549999,41.049999,39.910000,40.090000,40.090000,2852200
2014-05-07,40.080002,40.419998,38.930000,39.900002,39.900002,5593100
2014-05-08,39.770000,41.470001,39.709999,40.369999,40.369999,5041300
2014-05-09,40.279999,40.470001,39.509998,40.160000,40.160000,3885000
2014-05-12,40.330002,41.590000,40.220001,41.580002,41.580002,5333300
2014-05-13,41.549999,42.340000,41.310001,42.139999,42.139999,4172500
2014-05-14,41.900002,42.209999,41.130001,41.889999,41.889999,3406700
2014-05-15,41.480000,41.650002,40.119999,40.799999,40.799999,4732500
2014-05-16,40.610001,41.049999,39.560001,40.509998,40.509998,4289400
2014-05-19,40.299999,41.750000,40.209999,41.240002,41.240002,3127100
2014-05-20,41.259998,41.340000,40.020000,40.380001,40.380001,4368400
2014-05-21,40.430000,41.980000,40.430000,41.320000,41.320000,6504000
2014-05-22,41.259998,42.360001,41.230000,42.000000,42.000000,3589600
2014-05-23,42.000000,44.389999,41.959999,43.570000,43.570000,7412100
2014-05-27,43.810001,44.000000,43.270000,43.490002,43.490002,3643600
2014-05-28,43.610001,45.419998,43.200001,44.889999,44.889999,4373300
2014-05-29,44.779999,45.330002,43.849998,44.599998,44.599998,5394100
2014-05-30,44.610001,45.299999,43.770000,44.369999,44.369999,7028800
2014-06-02,44.490002,46.820000,44.369999,46.700001,46.700001,7957600
2014-06-03,46.630001,47.750000,46.500000,47.509998,47.509998,7507000
2014-06-04,47.400002,48.060001,46.279999,46.869999,46.869999,10944600
2014-06-05,46.930000,47.689999,46.830002,47.000000,47.000000,4454800
2014-06-06,47.250000,48.130001,47.150002,48.049999,48.049999,4178200
2014-06-09,47.599998,48.130001,46.180000,46.380001,46.380001,7622000
2014-06-10,46.259998,47.900002,45.500000,47.759998,47.759998,6683600
2014-06-11,46.990002,47.270000,44.919998,45.259998,45.259998,9453100
2014-06-12,44.020000,44.130001,41.599998,42.599998,42.599998,17072500
2014-06-13,42.650002,43.369999,41.910000,42.779999,42.779999,10900500
2014-06-16,42.490002,42.770000,41.759998,42.529999,42.529999,6974500
2014-06-17,42.580002,44.049999,42.400002,43.919998,43.919998,6882900
2014-06-18,43.820000,43.900002,43.009998,43.759998,43.759998,5034900
2014-06-19,44.240002,44.700001,43.130001,43.630001,43.630001,3676700
2014-06-20,43.799999,44.180000,43.500000,43.660000,43.660000,4864900
2014-06-23,43.639999,43.660000,42.250000,43.150002,43.150002,5024000
2014-06-24,43.150002,43.590000,41.590000,41.790001,41.790001,6871400
2014-06-25,41.580002,42.209999,40.740002,41.810001,41.810001,5060000
2014-06-26,41.490002,42.230000,41.040001,41.509998,41.509998,6673100
2014-06-27,41.599998,42.080002,41.040001,41.490002,41.490002,4881500
2014-06-30,41.619999,42.189999,41.000000,41.070000,41.070000,4453000
2014-07-01,41.740002,42.400002,41.310001,42.259998,42.259998,6201000
2014-07-02,40.889999,40.990002,39.220001,39.270000,39.270000,12841200
2014-07-03,39.549999,40.490002,39.549999,39.880001,39.880001,4290700
2014-07-07,39.869999,40.009998,38.080002,38.619999,38.619999,8454700
2014-07-08,37.439999,39.779999,36.650002,39.540001,39.540001,15925200
2014-07-09,40.549999,40.980000,39.240002,40.070000,40.070000,7504500
2014-07-10,41.599998,45.259998,41.200001,45.169998,45.169998,20815900
2014-07-11,44.959999,45.810001,44.660000,45.700001,45.700001,7650600
2014-07-14,45.730000,45.830002,44.820000,44.919998,44.919998,5269100
2014-07-15,45.240002,45.900002,44.889999,45.220001,45.220001,5158400
2014-07-16,45.349998,45.590000,44.740002,44.900002,44.900002,3880400
2014-07-17,44.680000,45.330002,42.959999,43.349998,43.349998,8266200
2014-07-18,43.759998,44.590000,43.650002,44.250000,44.250000,5226100
2014-07-21,44.250000,44.270000,43.549999,43.790001,43.790001,2590700
2014-07-22,44.090000,45.099998,43.959999,44.820000,44.820000,3545700
2014-07-23,44.750000,46.320000,44.599998,46.000000,46.000000,7820700
2014-07-24,48.930000,49.279999,44.549999,44.919998,44.919998,14792900
2014-07-25,45.520000,47.990002,45.220001,46.779999,46.779999,11748200
2014-07-28,46.799999,47.290001,45.880001,46.549999,46.549999,5312900
2014-07-29,46.770000,46.900002,45.750000,45.840000,45.840000,4900100
2014-07-30,47.430000,47.740002,46.150002,46.970001,46.970001,7006100
2014-07-31,46.040001,47.220001,45.450001,46.389999,46.389999,5015500
2014-08-01,46.500000,46.770000,45.630001,46.730000,46.730000,3360900
2014-08-04,46.680000,47.389999,44.950001,45.500000,45.500000,5029500
2014-08-05,45.680000,46.169998,43.500000,43.939999,43.939999,8486300
2014-08-06,43.549999,44.240002,42.660000,43.889999,43.889999,5368700
2014-08-07,44.090000,44.720001,42.709999,43.259998,43.259998,5836500
2014-08-08,43.230000,43.230000,41.930000,42.950001,42.950001,6789000
2014-08-11,43.410000,43.750000,42.750000,43.119999,43.119999,4971500
2014-08-12,43.410000,43.639999,42.599998,42.799999,42.799999,4529100
2014-08-13,43.090000,44.660000,42.709999,44.110001,44.110001,4068800
2014-08-14,44.150002,45.939999,44.150002,45.919998,45.919998,5620900
2014-08-15,46.000000,46.400002,44.990002,46.009998,46.009998,5649100
2014-08-18,46.400002,47.889999,46.320000,47.840000,47.840000,5664900
2014-08-19,47.799999,48.320000,47.419998,47.680000,47.680000,5411500
2014-08-20,47.980000,49.360001,47.810001,49.250000,49.250000,4813800
2014-08-21,49.450001,49.520000,47.830002,48.009998,48.009998,5271500
2014-08-22,48.189999,48.849998,48.000000,48.459999,48.459999,3380700
2014-08-25,48.799999,49.000000,48.080002,48.509998,48.509998,3591100
2014-08-26,48.650002,48.820000,48.080002,48.220001,48.220001,2270200
2014-08-27,48.180000,48.750000,47.919998,48.220001,48.220001,2438100
2014-08-28,47.830002,48.500000,47.520000,48.320000,48.320000,2203700
2014-08-29,48.150002,48.410000,47.230000,47.610001,47.610001,4096000
2014-09-02,48.000000,50.000000,48.000000,49.990002,49.990002,6237800
2014-09-03,48.740002,49.150002,48.200001,49.029999,49.029999,5439400
2014-09-04,49.270000,50.860001,48.799999,50.419998,50.419998,5688300
2014-09-05,50.290001,51.700001,49.830002,50.730000,50.730000,6309200
2014-09-08,51.130001,51.740002,50.860001,51.130001,51.130001,5489500
2014-09-09,50.900002,52.450001,50.500000,50.840000,50.840000,6348800
2014-09-10,51.000000,51.900002,50.560001,51.740002,51.740002,4671400
2014-09-11,52.000000,52.410000,50.599998,51.029999,51.029999,5888900
2014-09-12,51.040001,51.480000,50.369999,50.410000,50.410000,5294800
2014-09-15,50.410000,50.500000,49.169998,49.560001,49.560001,4064800
2014-09-16,49.270000,49.959999,48.439999,49.540001,49.540001,4920900
2014-09-17,49.840000,50.630001,48.720001,48.930000,48.930000,5042600
2014-09-18,49.000000,50.049999,48.470001,49.900002,49.900002,3552300
2014-09-19,50.020000,50.180000,49.220001,49.380001,49.380001,5738500
2014-09-22,49.470001,49.470001,47.540001,47.790001,47.790001,4804800
2014-09-23,47.730000,48.759998,47.000000,48.250000,48.250000,4098800
2014-09-24,48.150002,48.750000,47.889999,48.200001,48.200001,3987500
2014-09-25,47.959999,47.959999,46.430000,47.009998,47.009998,5666300
2014-09-26,47.060001,47.480000,46.650002,47.330002,47.330002,2837700
2014-09-29,46.680000,47.220001,46.270000,46.750000,46.750000,3585400
2014-09-30,46.759998,47.259998,45.720001,46.790001,46.790001,5221900
2014-10-01,45.619999,46.150002,44.369999,45.470001,45.470001,10629300
2014-10-02,45.799999,46.939999,45.270000,46.130001,46.130001,5260700
2014-10-03,46.930000,48.849998,46.930000,48.279999,48.279999,6526600
2014-10-06,48.340000,48.799999,46.889999,46.939999,46.939999,5318400
2014-10-07,46.630001,46.810001,45.360001,45.490002,45.490002,5872100
2014-10-08,45.970001,46.000000,42.860001,43.830002,43.830002,10650900
2014-10-09,46.200001,47.180000,44.459999,45.040001,45.040001,15993400
2014-10-10,44.889999,45.709999,42.860001,43.740002,43.740002,7869600
2014-10-13,44.080002,44.209999,39.459999,40.549999,40.549999,14869500
2014-10-14,41.630001,43.869999,41.419998,43.169998,43.169998,10138500
2014-10-15,40.480000,44.189999,39.790001,42.549999,42.549999,15803300
2014-10-16,41.400002,44.439999,41.360001,43.770000,43.770000,10699200
2014-10-17,44.250000,45.450001,43.970001,44.680000,44.680000,4644000
2014-10-20,45.650002,47.630001,45.230000,47.290001,47.290001,8639600
2014-10-21,48.130001,50.000000,48.070000,49.509998,49.509998,9314000
2014-10-22,49.680000,49.939999,48.830002,49.060001,49.060001,7620900
2014-10-23,46.660000,50.549999,46.660000,49.419998,49.419998,15770500
2014-10-24,49.320000,50.220001,48.150002,49.619999,49.619999,7255600
2014-10-27,49.639999,51.840000,49.259998,51.730000,51.730000,10247200
2014-10-28,51.959999,53.259998,51.130001,52.360001,52.360001,8493900
2014-10-29,52.310001,52.740002,51.540001,52.259998,52.259998,5327900
2014-10-30,52.180000,52.430000,51.369999,51.740002,51.740002,3917400
2014-10-31,52.939999,53.650002,52.439999,52.810001,52.810001,6389900
2014-11-03,52.950001,54.459999,52.810001,54.279999,54.279999,4787300
2014-11-04,54.990002,56.900002,54.970001,55.209999,55.209999,7707500
2014-11-05,55.580002,55.650002,53.770000,54.110001,54.110001,3868100
2014-11-06,54.849998,56.470001,54.599998,55.660000,55.660000,6666700
2014-11-07,55.430000,55.840000,53.869999,54.180000,54.180000,5311400
2014-11-10,53.700001,54.959999,53.259998,54.830002,54.830002,3902100
2014-11-11,54.770000,55.250000,54.240002,54.660000,54.660000,3632500
2014-11-12,54.279999,54.740002,53.560001,54.599998,54.599998,3120300
2014-11-13,54.790001,56.790001,54.680000,56.759998,56.759998,6223200
2014-11-14,56.250000,57.200001,55.730000,56.099998,56.099998,5260500
2014-11-17,56.080002,57.000000,55.860001,55.990002,55.990002,4929400
2014-11-18,56.230000,58.860001,56.040001,58.290001,58.290001,6590700
2014-11-19,57.450001,58.270000,56.470001,57.540001,57.540001,3836600
2014-11-20,56.790001,57.639999,56.040001,56.389999,56.389999,4670800
2014-11-21,56.590000,56.630001,54.610001,55.330002,55.330002,5273700
2014-11-24,56.130001,56.500000,55.250000,55.910000,55.910000,3794400
2014-11-25,55.680000,56.770000,55.110001,56.250000,56.250000,6844200
2014-11-26,56.529999,56.799999,56.240002,56.599998,56.599998,3548800
2014-11-28,59.639999,61.930000,59.009998,61.230000,61.230000,8699400
2014-12-01,61.000000,61.209999,58.970001,59.570000,59.570000,5294200
2014-12-02,59.990002,60.759998,58.119999,59.380001,59.380001,5597100
2014-12-03,59.529999,60.209999,57.889999,59.290001,59.290001,4098400
2014-12-04,61.810001,63.150002,61.189999,61.750000,61.750000,8908200
2014-12-05,62.580002,64.980003,61.950001,63.029999,63.029999,8157000
2014-12-08,63.189999,64.940002,62.840000,64.250000,64.250000,5467000
2014-12-09,61.639999,63.340000,61.110001,62.520000,62.520000,9159900
2014-12-10,64.239998,66.349998,63.369999,63.689999,63.689999,8788400
2014-12-11,64.440002,66.500000,64.379997,65.800003,65.800003,6767600
2014-12-12,67.309998,67.400002,63.770000,64.099998,64.099998,8168700
2014-12-15,64.190002,64.839996,62.419998,64.040001,64.040001,6773600
2014-12-16,64.849998,65.040001,61.560001,61.630001,61.630001,6408000
2014-12-17,62.070000,63.430000,59.650002,62.849998,62.849998,8608400
2014-12-18,63.520000,64.599998,62.000000,64.250000,64.250000,5512900
2014-12-19,63.419998,64.790001,63.029999,64.139999,64.139999,5102100
2014-12-22,64.610001,65.989998,63.779999,64.000000,64.000000,4114400
2014-12-23,64.089996,64.309998,61.799999,62.480000,62.480000,4957800
2014-12-24,63.119999,65.470001,63.119999,64.930000,64.930000,2714300
2014-12-26,65.199997,65.690002,64.610001,65.279999,65.279999,3062200
2014-12-29,64.599998,65.519997,63.869999,65.220001,65.220001,2874300
2014-12-30,65.300003,66.400002,64.860001,66.050003,66.050003,2644600
